Publication,Identity,Type,Byline,Probable (cons),Probable (bal),Resembles / notes,Certainty,Mean sentiment,Years
Relief Society Magazine,Victoria Risley,Full name,1,0,0,NA,NA,0.059,1963–1963
Relief Society Magazine,Viola A. Cornwall,Full name,1,0,0,NA,NA,0.057,1959–1959
Relief Society Magazine,Viola B. Parkinson,Full name,1,0,0,NA,NA,0.116,1950–1950
Relief Society Magazine,Virginia Bell,Full name,1,0,0,NA,NA,0.052,1970–1970
Relief Society Magazine,Virginia Ellis Newman,Full name,1,0,0,NA,NA,0.012,1950–1950
Relief Society Magazine,Virginia L. Morris,Full name,1,0,0,NA,NA,0.166,1951–1951
Relief Society Magazine,Virginia Tippetts,Full name,1,0,0,NA,NA,0.166,1968–1968
Relief Society Magazine,Visual Aids,Full name,1,0,0,NA,NA,-0.009,1966–1966
Relief Society Magazine,Vitamine? Fred W. Merrill,Full name,1,0,0,NA,NA,0.043,1923–1923
Relief Society Magazine,Vivian Glenn,Full name,1,0,0,NA,NA,0.12,1970–1970
Relief Society Magazine,Vocation? Marba C. Josephson,Full name,1,0,0,NA,NA,0.059,1934–1934
Relief Society Magazine,Voi Mark K. Allen,Full name,1,0,0,NA,NA,-0.001,1942–1942
Relief Society Magazine,W. Cleon Skousen,Full name,1,0,0,NA,NA,0.012,1953–1953
Relief Society Magazine,W. H. Felston Frontispiece,Full name,1,0,0,NA,NA,0.066,1923–1923
Relief Society Magazine,W. Howard,Full name,1,0,0,NA,NA,0.069,1964–1964
Relief Society Magazine,W. Hunt,Full name,1,0,0,NA,NA,0.079,1969–1969
Relief Society Magazine,W. Jensen,Full name,1,0,0,NA,NA,0.032,1968–1968
Relief Society Magazine,W. Jones,Full name,1,0,0,NA,NA,0.103,1969–1969
Relief Society Magazine,W. Kimball,Full name,1,0,0,NA,NA,0.074,1963–1963
Relief Society Magazine,W. Mcmurrin Called Home,Full name,1,0,0,NA,NA,0.119,1932–1932
Relief Society Magazine,W. Sandberg,Full name,1,0,0,NA,NA,0.082,1968–1968
Relief Society Magazine,W. Sarnoff,Full name,1,0,0,NA,NA,0.027,1965–1965
Relief Society Magazine,W. Schaelling,Full name,1,0,0,NA,NA,0.013,1965–1965
Relief Society Magazine,W. Sharp,Full name,1,0,0,NA,NA,0.057,1967–1967
Relief Society Magazine,W. Stanger,Full name,1,0,0,NA,NA,0.082,1969–1969
Relief Society Magazine,W. Stauffer,Full name,1,0,0,NA,NA,-0.003,1968–1968
Relief Society Magazine,W. Sukys,Full name,1,0,0,NA,NA,-0.048,1969–1969
Relief Society Magazine,W. Thayne,Full name,1,0,0,NA,NA,0.036,1968–1968
Relief Society Magazine,W. W. Henderson,Full name,1,0,0,NA,NA,0,1937–1937
Relief Society Magazine,W. Wangsgaard,Full name,1,0,0,NA,NA,0.071,1968–1968
Relief Society Magazine,Walter G. Babcock,Full name,1,0,0,NA,NA,0.03,1921–1921
Relief Society Magazine,Wanda Blaisdell,Full name,1,0,0,NA,NA,-0.032,1970–1970
Relief Society Magazine,Wanda E. Rhodes,Full name,1,0,0,NA,NA,0.029,1952–1952
Relief Society Magazine,Wanda Green Nielson,Full name,1,0,0,NA,NA,0.097,1949–1949
Relief Society Magazine,War Albert R. Lyman,Full name,1,0,0,NA,NA,0.035,1942–1942
Relief Society Magazine,War Harold T. Christensen,Full name,1,0,0,NA,NA,-0.044,1943–1943
Relief Society Magazine,Ward Chapel,Full name,1,0,0,NA,NA,0,1970–1970
Relief Society Magazine,Wartime Claire P. Dorius,Full name,1,0,0,NA,NA,0.044,1944–1944
Relief Society Magazine,Wartime Mark K. Allen,Full name,1,0,0,NA,NA,-0.053,1943–1943
Relief Society Magazine,"Wartime''Letter, Katharine F. Lenroot",Full name,1,0,0,NA,NA,0.058,1943–1943
Relief Society Magazine,Wartime'? Mark K. Allen,Full name,1,0,0,NA,NA,-0.026,1942–1942
Relief Society Magazine,Washday J. B. Mckenzie,Full name,1,0,0,NA,NA,0.024,1935–1935
Relief Society Magazine,Washington Stake,Full name,1,0,0,NA,NA,0.109,1964–1964
Relief Society Magazine,"Washington, D. C.",Full name,1,0,0,NA,NA,0.067,1929–1929
Relief Society Magazine,Waspe Peterson,Full name,1,0,0,NA,NA,0.073,1969–1969
Relief Society Magazine,Watermelon Design,Full name,1,0,0,NA,NA,0.059,1964–1964
Relief Society Magazine,Way Matilda A. Christiansen,Full name,1,0,0,NA,NA,0.023,1936–1936
Relief Society Magazine,Wears Roses,Full name,1,0,0,NA,NA,0,1964–1964
Relief Society Magazine,Wells O. F. Ursenbach,Full name,1,0,0,NA,NA,0.07,1920–1920
Relief Society Magazine,Wenona M. Shirley,Full name,1,0,0,NA,NA,0.067,1934–1934
Relief Society Magazine,Weyland Paulsen,Full name,1,0,0,NA,NA,0.119,1964–1964
Relief Society Magazine,Whipple Maude C. Oliver,Full name,1,0,0,NA,NA,-0.073,1918–1918
Relief Society Magazine,Whispers Isaac C. Ball,Full name,1,0,0,NA,NA,0.05,1937–1937
Relief Society Magazine,Wide World,Full name,1,0,0,NA,NA,-0.01,1967–1967
Relief Society Magazine,William E. Stoker,Full name,1,0,0,NA,NA,0.04,1947–1947
Relief Society Magazine,William H. Boyle,Full name,1,0,0,NA,NA,0.051,1951–1951
Relief Society Magazine,William J. Critchlow,Full name,1,0,0,NA,NA,0.011,1962–1962
Relief Society Magazine,William J. Snow,Full name,1,0,0,NA,NA,0.043,1929–1929
Relief Society Magazine,Willows C. Frank Steele,Full name,1,0,0,NA,NA,0.077,1936–1936
Relief Society Magazine,Wilmer Barnett,Full name,1,0,0,NA,NA,0.004,1932–1932
Relief Society Magazine,Wind Rebecca S. Wetzel,Full name,1,0,0,NA,NA,-0.011,1927–1927
Relief Society Magazine,Winifred P. Sanders,Full name,1,0,0,NA,NA,0.042,1952–1952
Relief Society Magazine,Winifred Wilkinson,Full name,1,0,0,NA,NA,0.051,1951–1951
Relief Society Magazine,Winners—ehza R. Snow,Full name,1,0,0,NA,NA,0.001,1959–1959
Relief Society Magazine,Winning Pillows,Full name,1,0,0,NA,NA,0.051,1964–1964
Relief Society Magazine,Winona Frandsen Thomas,Full name,1,0,0,NA,NA,0.064,1959–1959
Relief Society Magazine,Winona Powers,Full name,1,0,0,NA,NA,0.048,1952–1952
Relief Society Magazine,Winona S. Jensen,Full name,1,0,0,NA,NA,0.113,1953–1953
Relief Society Magazine,Winter Aileen M. Overfelt,Full name,1,0,0,NA,NA,0.027,1947–1947
Relief Society Magazine,Winter Ann P. Nibley,Full name,1,0,0,NA,NA,0.065,1946–1946
Relief Society Magazine,Winter Snow,Full name,1,0,0,NA,NA,0.08,1969–1969
Relief Society Magazine,Winter Tree,Full name,1,0,0,NA,NA,0.087,1965–1965
Relief Society Magazine,Wise Men,Full name,1,0,0,NA,NA,0.005,1966–1966
Relief Society Magazine,Wish D. S. H.,Full name,1,0,0,NA,NA,0.026,1935–1935
Relief Society Magazine,With Decoupage,Full name,1,0,0,NA,NA,0.022,1969–1969
Relief Society Magazine,Wm. H. Kalis,Full name,1,0,0,NA,NA,-0.064,1950–1950
Relief Society Magazine,Wolves E. Grant,Full name,1,0,0,NA,NA,0.004,1928–1928
Relief Society Magazine,Woodbury Judd,Full name,1,0,0,NA,NA,0.036,1965–1965
Relief Society Magazine,Woods C. Frank Steele,Full name,1,0,0,NA,NA,0.1,1935–1935
Relief Society Magazine,Woolf Zina Y. Card,Full name,1,0,0,NA,NA,0.064,1921–1921
Relief Society Magazine,Woolley Jones,Full name,1,0,0,NA,NA,-0.026,1968–1968
Relief Society Magazine,"Words"" ....christine H. Robison",Full name,1,0,0,NA,NA,0.062,1958–1958
Relief Society Magazine,Workers Louisa M. Johnson,Full name,1,0,0,NA,NA,0.102,1918–1918
Relief Society Magazine,World? Mark K. Allen,Full name,1,0,0,NA,NA,-0.007,1942–1942
Relief Society Magazine,Worldwide Church,Full name,1,0,0,NA,NA,0.049,1970–1970
Relief Society Magazine,Worth? Eleanor S. Muir,Full name,1,0,0,NA,NA,0.11,1936–1936
Relief Society Magazine,Y. Dougall,Full name,1,0,0,NA,NA,0.05,1935–1935
Relief Society Magazine,Yoke Isabelle W. Sears,Full name,1,0,0,NA,NA,0.024,1916–1916
Relief Society Magazine,You Newman I. Butt,Full name,1,0,0,NA,NA,0.032,1925–1925
Relief Society Magazine,You Wilma M. Rich,Full name,1,0,0,NA,NA,0.2,1960–1960
Relief Society Magazine,Young Pearl O. Allred,Full name,1,0,0,NA,NA,0.04,1945–1945
Relief Society Magazine,Young. J. A. Washburn,Full name,1,0,0,NA,NA,0.029,1930–1930
Relief Society Magazine,Your Mind,Full name,1,0,0,NA,NA,0.106,1970–1970
Relief Society Magazine,Youth Irvin S. Noall,Full name,1,0,0,NA,NA,0.031,1939–1939
Relief Society Magazine,Yule Spirit,Full name,1,0,0,NA,NA,0.016,1967–1967
Relief Society Magazine,Yvonne Child Hiss,Full name,1,0,0,NA,NA,0.058,1953–1953
Relief Society Magazine,Zara Sabm,Full name,1,0,0,NA,NA,0.024,1962–1962
Relief Society Magazine,Zealand Arta R. Ballif,Full name,1,0,0,NA,NA,0.169,1957–1957
Relief Society Magazine,Zealand Wool,Full name,1,0,0,NA,NA,0.059,1967–1967
Relief Society Magazine,Zero Wilde Earl,Full name,1,0,0,NA,NA,0.015,1955–1955
Relief Society Magazine,Zina D. Huntington Young,Full name,1,0,0,NA,NA,0.041,1921–1921
Relief Society Magazine,Zola J. Mcghie,Full name,1,0,0,NA,NA,0.076,1963–1963
Relief Society Magazine,U. S.,Initials,2,0,0,Belle S. Spafford,59%,0.01,1922–1922
Relief Society Magazine,A. H. C.,Initials,1,0,0,Briant S. Jacobs,70%,-0.004,1934–1934
Relief Society Magazine,B. S. S.,Initials,1,0,0,Elsie E. Barrett,93%,0.076,1940–1940
Relief Society Magazine,C. E. C.,Initials,1,0,0,Sylvia Probst Young,43%,0.039,1931–1931
Relief Society Magazine,E. C. C.,Initials,1,0,0,Frances C. Yost,32%,0.036,1916–1916
Relief Society Magazine,Cannon,Pen name,0,0,0,Marianne C. Sharp,78%,0.025,1938–1944
Relief Society Magazine,Happy,Pen name,0,0,0,Hulda Parker,69%,0.056,1954–1956
Relief Society Magazine,Miles,Pen name,0,0,0,Eva Willes Wangsgaard,83%,0.059,1952–1957
Relief Society Magazine,Romney,Pen name,0,0,0,Alice Morrey Bailey,50%,0.048,1925–1941
Relief Society Magazine,Williams,Pen name,0,0,0,Amy Brown Lyman,60%,0.093,1926–1928
Relief Society Magazine,Anderson,Pen name,0,0,0,Mabel Jones Gabbott,59%,0.015,1947–1947
Relief Society Magazine,Armstrong,Pen name,0,0,0,Eliza R. Snow,31%,0.128,1930–1930
Relief Society Magazine,Atkinson,Pen name,0,0,0,NA,NA,-0.025,1946–1946
Relief Society Magazine,Bailey,Pen name,0,0,0,Lula Greene Richards,30%,0.034,1938–1938
Relief Society Magazine,Burt,Pen name,0,0,0,Alice Louise Reynolds,39%,0.13,1927–1927
Relief Society Magazine,Carter,Pen name,0,0,0,Louise Y. Robison,63%,0.071,1938–1938
Relief Society Magazine,Cloward,Pen name,0,0,0,Evelyn Fjeldsted,100%,0.047,1948–1948
Relief Society Magazine,Coles,Pen name,0,0,0,Rachel K. Laurgaard,61%,0.091,1940–1940
Relief Society Magazine,Congrats,Pen name,0,0,0,Christie Lund Coles,100%,-0.038,1926–1926
Relief Society Magazine,Correggio,Pen name,0,0,0,Don B. Colton,99%,0.165,1923–1923
Relief Society Magazine,Crawford,Pen name,0,0,0,Blaine M. Porter,75%,0.082,1914–1914
Relief Society Magazine,David,Pen name,0,0,0,Marianne C. Sharp,70%,0.106,1970–1970
Relief Society Magazine,Gardner,Pen name,0,0,0,NA,NA,0.007,1941–1941
Relief Society Magazine,Gould,Pen name,0,0,0,Eva Willes Wangsgaard,76%,0.105,1952–1952
Relief Society Magazine,Grant,Pen name,0,0,0,David O. Mckay,96%,0.146,1945–1945
Relief Society Magazine,Grundy,Pen name,0,0,0,Christie Lund Coles,75%,0.013,1916–1916
Relief Society Magazine,Hill,Pen name,0,0,0,NA,NA,0,1953–1953
Relief Society Magazine,Hoover,Pen name,0,0,0,Ramona Wilcox Cannon,53%,0.098,1931–1931
Relief Society Magazine,Issue,Pen name,0,0,0,NA,NA,0.058,1914–1914
Relief Society Magazine,Jacobs,Pen name,0,0,0,Briant S. Jacobs,98%,0.06,1957–1957
Relief Society Magazine,Jesus,Pen name,0,0,0,Elsie E. Barrett,53%,0.024,1939–1939
Relief Society Magazine,Kovan,Pen name,0,0,0,NA,NA,0,1943–1943
Relief Society Magazine,Lamb,Pen name,0,0,0,Evelyn Fjeldsted,99%,0.101,1914–1914
Relief Society Magazine,Larsen,Pen name,0,0,0,Ramona Wilcox Cannon,35%,0.047,1956–1956
Relief Society Magazine,Miner,Pen name,0,0,0,NA,NA,-0.015,1939–1939
Relief Society Magazine,Monson,Pen name,0,0,0,Dorothy Clapp Robinson,63%,0.046,1927–1927
Relief Society Magazine,Naylor,Pen name,0,0,0,Elsie Chamberlain Carroll,96%,0.054,1914–1914
Relief Society Magazine,Roberts,Pen name,0,0,0,David O. Mckay,58%,0.055,1953–1953
Relief Society Magazine,Rose,Pen name,0,0,0,C. Sharp,100%,0.104,1956–1956
Relief Society Magazine,Smith,Pen name,0,0,0,NA,NA,0.235,1947–1947
Relief Society Magazine,Spaff,Pen name,0,0,0,Jean Ridges Jennings,75%,0.055,1951–1951
Relief Society Magazine,Stewart,Pen name,0,0,0,Ramona Wilcox Cannon,84%,0.055,1958–1958
Relief Society Magazine,Sutherland,Pen name,0,0,0,Belle S. Spafford,99%,0.138,1940–1940
Relief Society Magazine,Viau,Pen name,0,0,0,Amy Brown Lyman,30%,0.047,1953–1953
Relief Society Magazine,Williamson,Pen name,0,0,0,B. Clark,41%,0.096,1955–1955
Relief Society Magazine,Winne,Pen name,0,0,0,Caroline Eyring Miner,58%,0.051,1955–1955
Relief Society Magazine,Wright,Pen name,0,0,0,NA,NA,-0.091,1934–1934
Relief Society Magazine,REL-hand-05,Unknown hand,0,0,1095,"style: during, has, its, been, under, were, having, of",NA,NA,1914–1970
Relief Society Magazine,REL-hand-04,Unknown hand,0,0,936,"style: should, or, itself, must, cannot, does, between, may",NA,NA,1914–1970
Relief Society Magazine,REL-hand-03,Unknown hand,0,0,633,"style: unto, hath, thou, ye, himself, thy, thee, shall",NA,NA,1914–1970
Relief Society Magazine,REL-hand-02,Unknown hand,0,0,581,"style: herself, she, hers, down, you, had, off, could",NA,NA,1915–1970
Relief Society Magazine,REL-hand-06,Unknown hand,0,0,574,"style: had, her, she, were, herself, did, was, could",NA,NA,1915–1970
Relief Society Magazine,REL-hand-00,Unknown hand,0,0,552,"style: below, your, no, above, further, doth, yourself, or",NA,NA,1914–1970
Relief Society Magazine,REL-hand-09,Unknown hand,0,0,547,"style: ourselves, ours, we, our, doing, those, do, doth",NA,NA,1914–1970
Relief Society Magazine,REL-hand-07,Unknown hand,0,0,238,"style: once, from, theirs, ye, hath, my, under, doth",NA,NA,1915–1970
Relief Society Magazine,REL-hand-01,Unknown hand,0,0,209,"style: am, my, me, i, myself, very, thee, cannot",NA,NA,1915–1970
Relief Society Magazine,REL-hand-08,Unknown hand,0,0,59,"style: by, yourself, ye, from, once, for, against, under",NA,NA,1926–1965
Woman's Exponent,Emmeline B. Wells,Full name,152,0,0,NA,NA,0.076,1873–1911
Woman's Exponent,Hannah T. King,Full name,135,0,0,NA,NA,0.081,1873–1903
Woman's Exponent,Helen Mar Whitney,Full name,111,0,0,NA,NA,0.021,1879–1888
Woman's Exponent,Augusta Joyce Crocheron,Full name,47,0,0,NA,NA,0.074,1872–1912
Woman's Exponent,Eliza R. Snow,Full name,42,0,0,NA,NA,0.084,1872–1910
Woman's Exponent,L. M. Hewlings,Full name,38,0,0,NA,NA,0.1,1878–1900
Woman's Exponent,Lydia D. Alder,Full name,37,0,0,NA,NA,0.096,1876–1912
Woman's Exponent,Annie Wells Cannon,Full name,28,0,0,NA,NA,0.067,1881–1912
Woman's Exponent,Emily Hill Woodmansee,Full name,28,0,0,NA,NA,0.112,1879–1903
Woman's Exponent,Mary Ellen Kimball,Full name,28,0,0,NA,NA,0.078,1878–1901
Woman's Exponent,Ellis R. Shipp,Full name,18,0,0,NA,NA,0.073,1878–1909
Woman's Exponent,M. J. Tanner,Full name,18,0,0,NA,NA,0.044,1873–1889
Woman's Exponent,Lucinda Lee Dalton,Full name,17,0,0,NA,NA,0.067,1872–1890
Woman's Exponent,Ruth May Fox,Full name,17,0,0,NA,NA,0.098,1891–1908
Woman's Exponent,Wilford Woodruff,Full name,13,0,0,NA,NA,0.032,1887–1898
Woman's Exponent,Zina D. H. Young,Full name,13,0,0,NA,NA,0.082,1888–1900
Woman's Exponent,Bathsheba W. Smith,Full name,12,0,0,NA,NA,0.064,1899–1908
Woman's Exponent,Correspondence Of Palestine,Full name,11,0,0,NA,NA,0.012,1883–1885
Woman's Exponent,Frederick R. Coudert,Full name,11,0,0,NA,NA,-0.005,1896–1897
Woman's Exponent,Mary Ann M. Pratt,Full name,11,0,0,NA,NA,0.054,1881–1899
Woman's Exponent,Caroline C. Raleigh,Full name,9,0,0,NA,NA,-0.004,1882–1883
Woman's Exponent,Emma Featherstone,Full name,9,0,0,NA,NA,0.117,1877–1909
Woman's Exponent,Susa Young Gates,Full name,9,0,0,NA,NA,0.047,1880–1912
Woman's Exponent,Emily B. Spencer,Full name,8,0,0,NA,NA,0.048,1874–1901
Woman's Exponent,In The,Full name,8,0,0,NA,NA,0,1877–1878
Woman's Exponent,Jane S. Richards,Full name,8,0,0,NA,NA,0.036,1892–1900
Woman's Exponent,Lula Greene Richards,Full name,8,0,0,NA,NA,0.101,1884–1911
Woman's Exponent,Rachel Foster Avery,Full name,8,0,0,NA,NA,0.045,1890–1896
Woman's Exponent,W. H. Bancroft,Full name,8,0,0,NA,NA,0.012,1898–1899
Woman's Exponent,Ellen B. Ferguson,Full name,7,0,0,NA,NA,0.01,1881–1882
Woman's Exponent,E. S. Barney,Full name,6,0,0,NA,NA,0.069,1879–1892
Woman's Exponent,Eliza A. Hawkins,Full name,6,0,0,NA,NA,0.062,1906–1912
Woman's Exponent,"Ellis R. Shipp, M. D.",Full name,6,0,0,NA,NA,0.04,1883–1912
Woman's Exponent,Emily Scott,Full name,6,0,0,NA,NA,0.125,1882–1887
Woman's Exponent,Grace Ingles Frost,Full name,6,0,0,NA,NA,0.103,1904–1910
Woman's Exponent,H. Dinwoodey,Full name,6,0,0,NA,NA,0.004,1872–1874
Woman's Exponent,John C. Cutler,Full name,6,0,0,NA,NA,-0.001,1877–1879
Woman's Exponent,M. A. Till,Full name,6,0,0,NA,NA,0.074,1886–1911
Woman's Exponent,Mary Stuart,Full name,6,0,0,NA,NA,0.08,1874–1880
Woman's Exponent,Maud Baggarley,Full name,6,0,0,NA,NA,0.052,1905–1912
Woman's Exponent,May Wright Sewall,Full name,6,0,0,NA,NA,0.044,1892–1904
Woman's Exponent,R.k. Thomas,Full name,6,0,0,NA,NA,0.033,1889–1895
Woman's Exponent,Romania B. Pratt,Full name,6,0,0,NA,NA,0.002,1879–1898
Woman's Exponent,Ruby Lamont,Full name,6,0,0,NA,NA,0.144,1885–1891
Woman's Exponent,Wm. H. Rowe,Full name,6,0,0,NA,NA,0.036,1878–1878
Woman's Exponent,Ann Tate,Full name,5,0,0,NA,NA,0.086,1877–1888
Woman's Exponent,D. E. Dudley,Full name,5,0,0,NA,NA,0.111,1876–1887
Woman's Exponent,Esther A. Bennion,Full name,5,0,0,NA,NA,0.092,1876–1884
Woman's Exponent,J. P. M. Farnsworth,Full name,5,0,0,NA,NA,0.104,1888–1898
Woman's Exponent,Josephine Gregory,Full name,5,0,0,NA,NA,-0.008,1877–1879
Woman's Exponent,Mary Cadwalader Jones,Full name,5,0,0,NA,NA,0.01,1891–1891
Woman's Exponent,R. K. Thomas,Full name,5,0,0,NA,NA,0.087,1887–1896
Woman's Exponent,S. A. Fullmer,Full name,5,0,0,NA,NA,0.055,1882–1888
Woman's Exponent,Alice Burke,Full name,4,0,0,NA,NA,0.026,1899–1899
Woman's Exponent,Annie Taylor Hyde,Full name,4,0,0,NA,NA,0.037,1903–1905
Woman's Exponent,B. F. Cummings,Full name,4,0,0,NA,NA,0.062,1877–1877
Woman's Exponent,D. E. Burley,Full name,4,0,0,NA,NA,0.018,1893–1895
Woman's Exponent,David James,Full name,4,0,0,NA,NA,0.013,1878–1881
Woman's Exponent,Ellen D. Clarke,Full name,4,0,0,NA,NA,0.051,1890–1896
Woman's Exponent,H. Wallace,Full name,4,0,0,NA,NA,0.148,1872–1873
Woman's Exponent,John Taylor,Full name,4,0,0,NA,NA,0.002,1875–1885
Woman's Exponent,Lillie Freeze,Full name,4,0,0,NA,NA,0.071,1880–1903
Woman's Exponent,Lorenzo Snow,Full name,4,0,0,NA,NA,0.061,1899–1901
Woman's Exponent,Louie M. Wells,Full name,4,0,0,NA,NA,0.035,1884–1886
Woman's Exponent,Louise Coulson,Full name,4,0,0,NA,NA,0.166,1904–1907
Woman's Exponent,M. A. Greenhalgh,Full name,4,0,0,NA,NA,0.037,1883–1885
Woman's Exponent,M. Elizabeth Little,Full name,4,0,0,NA,NA,0.056,1878–1884
Woman's Exponent,May Maple,Full name,4,0,0,NA,NA,0.07,1877–1880
Woman's Exponent,Miss Eliza R. Snow,Full name,4,0,0,NA,NA,0.007,1873–1878
Woman's Exponent,"Of One, Two Or",Full name,4,0,0,NA,NA,0.009,1876–1878
Woman's Exponent,S. W. Richards,Full name,4,0,0,NA,NA,0.12,1890–1895
Woman's Exponent,Sarah M. Kimball,Full name,4,0,0,NA,NA,0.094,1888–1894
Woman's Exponent,Short Line,Full name,4,0,0,NA,NA,0.063,1899–1900
Woman's Exponent,"Spring Beds, Wire Mattresses",Full name,4,0,0,NA,NA,0.029,1875–1879
Woman's Exponent,Vincy R. Barker,Full name,4,0,0,NA,NA,0.042,1912–1912
Woman's Exponent,A. M. Frodsham,Full name,3,0,0,NA,NA,0.068,1875–1878
Woman's Exponent,Alma Alden,Full name,3,0,0,NA,NA,0.046,1891–1891
Woman's Exponent,Ann C. Woodbury,Full name,3,0,0,NA,NA,0.047,1887–1896
Woman's Exponent,Aunt Polly,Full name,3,0,0,NA,NA,0.074,1887–1888
Woman's Exponent,Brigham Young,Full name,3,0,0,NA,NA,0.007,1873–1877
Woman's Exponent,Celia A. Smith,Full name,3,0,0,NA,NA,0.081,1905–1908
Woman's Exponent,E. A. Crane Watson,Full name,3,0,0,NA,NA,0.096,1889–1890
Woman's Exponent,Elizabeth Cady Stanton,Full name,3,0,0,NA,NA,0.041,1890–1897
Woman's Exponent,Emma A. Empey,Full name,3,0,0,NA,NA,0.01,1903–1908
Woman's Exponent,In Memoriam,Full name,3,0,0,NA,NA,-0.057,1873–1888
Woman's Exponent,J. C. Kittredge,Full name,3,0,0,NA,NA,0.012,1889–1889
Woman's Exponent,Lucy M. King,Full name,3,0,0,NA,NA,0.077,1887–1889
Woman's Exponent,Margaret C. Roberts,Full name,3,0,0,NA,NA,0.038,1907–1912
Woman's Exponent,Mary A. Farnsworth,Full name,3,0,0,NA,NA,0.056,1883–1885
Woman's Exponent,Mary Ann Merrill Pratt,Full name,3,0,0,NA,NA,0.048,1885–1886
Woman's Exponent,Mary H. Barker M. D.,Full name,3,0,0,NA,NA,-0.007,1873–1873
Woman's Exponent,Mary J. Morrison,Full name,3,0,0,NA,NA,0.036,1883–1883
Woman's Exponent,Mary J. Tanner,Full name,3,0,0,NA,NA,0.055,1879–1883
Woman's Exponent,Mary Jane Crosby,Full name,3,0,0,NA,NA,0.031,1878–1879
Woman's Exponent,Mary L. Woolf,Full name,3,0,0,NA,NA,0.146,1877–1906
